Hi,Hi.
These three countries were united into one.,Nchi hizi tatu ziliunganishwa kuwa moja.
They kept it secret that they were in love.,Waliweka siri kuwa walikuwa katika upendo.
Tom complained that he couldn't find a job.,Tom alilalamika kwamba hakuweza kupata kazi.
Tom has been at Mary's house all afternoon.,Tom amekuwa nyumbani kwa Mariamu alasiri yote.
Tom wanted to know if Mary had a boyfriend.,Tom alitaka kujua ikiwa Mariamu alikuwa na mpenzi.
Tom wants me to help him with his homework.,Tom anataka nimsaidie na kazi yake ya nyumbani.
We haven't finished what we have to do yet.,Hatujamaliza kile tunachostahili kufanya bado.
We haven't had those kinds of problems yet.,Bado hatujapata shida hizo.
We haven't seen you in the past four years.,Hatujakuona katika miaka minne iliyopita.
We haven't seen you in the past four years.,Hatujakuona katika miaka minne iliyopita.
What you say does not make any sense to me.,Unachosema haifanyi akili yoyote kwangu.
You have to change trains at the next stop.,Lazima ubadilishe treni kwenye kituo kinachofuata.
You have to get this work finished by noon.,Lazima upate kazi hii kumaliza saa sita mchana.
You'll feel better if you take these pills.,Utajisikia vizuri ikiwa utachukua vidonge hivi.
You're either with us or you're against us.,Uko na sisi au unapingana nasi.
A bird in the hand is worth two in the bush.,Ndege mikononi anastahili mbili kwenye kichaka.
All Tom really needed was about ten dollars.,Tom yote inahitajika sana ilikuwa kama dola kumi.
Are you sure you haven't forgotten anything?,Je! Una uhakika haujasahau chochote?
Are you sure you haven't forgotten anything?,Je! Una uhakika haujasahau chochote?
Artificial light is produced by electricity.,Taa ya bandia inazalishwa na umeme.
"As far as I know, he's an excellent student.","Kwa jinsi ninavyojua, yeye ni mwanafunzi bora."
"At the time, we were just fifteen years old.","Wakati huo, tulikuwa na miaka kumi na tano tu."
Could you tell me how to get to the station?,Je! Unaweza kuniambia jinsi ya kufika kituo?
Do you really want me to go there right now?,Je! Kweli unataka niende huko sasa hivi?
Do you really want me to go there right now?,Je! Kweli unataka niende huko sasa hivi?
Do you sometimes go abroad on your holidays?,Je! Wakati mwingine wewe huenda nje ya nchi kwenye likizo yako?
He comes every day to visit his sick friend.,Yeye huja kila siku kumtembelea rafiki yake mgonjwa.
He couldn't bring himself to shoot the deer.,Hakuweza kuleta mwenyewe kupiga kulungu.
He reached home shortly before five o'clock.,Alifika nyumbani muda mfupi kabla ya saa tano.
He told his son to get down from the ladder.,Alimwambia mwanawe ashuke kutoka ngazi.
Her disappointment was apparent to everyone.,Kukata tamaa kwake kulionekana kwa kila mtu.
How long does it take to get to the station?,Inachukua muda gani kufika kituo?
I don't like him because he is sly as a fox.,Simpendi kwa sababu yeye ni mjanja kama mbweha.
I have been waiting for almost half an hour.,Nimekuwa nikingojea karibu nusu saa.
I have books that I've reread several times.,Nina vitabu ambavyo nimesoma tena mara kadhaa.
I just want a straight answer. Nothing more.,Nataka tu jibu moja kwa moja. Hakuna la ziada.
I used to swim every day when I was a child.,Nilikuwa nikisogelea kila siku nilipokuwa mtoto.
I'm looking for a book about medieval Spain.,Natafuta kitabu kuhusu Uhispania wa zamani.
I'm not sure if I like this one or that one.,Sina hakika ikiwa ninapenda hii au hiyo.
"If it rains tomorrow, will you stay at home?","Ikiwa inanyesha kesho, utakaa nyumbani?"
"If you've got something to say, just say it.","Ikiwa unayo kitu cha kusema, sema tu."
"In order to do that, you have to take risks.","Ili kufanya hivyo, lazima uchukue hatari."
Isn't there something you want to say to me?,Je! Hakuna kitu unachotaka kuniambia?
It was difficult to remove the coffee stain.,Ilikuwa ngumu kuondoa doa la kahawa.
My father gives my mother all of his salary.,Baba yangu humpa mama yangu mshahara wake wote.
"Now that I am here, you don't have to worry.","Sasa kwa kuwa niko hapa, sio lazima kuwa na wasiwasi."
People are living in all parts of the world.,Watu wanaishi katika sehemu zote za ulimwengu.
She didn't know what to do with the problem.,Hakujua la kufanya na shida.
Some people in the world suffer from hunger.,Watu wengine ulimwenguni wanakabiliwa na njaa.
The Arctic is the area round the North Pole.,Arctic ndio eneo linalozunguka North Pole.
The accused is innocent until proven guilty.,Mtuhumiwa hana hatia hadi kuthibitika kuwa na hatia.
The explanation was beyond my understanding.,Maelezo yalikuwa zaidi ya ufahamu wangu.
The tourist asked for lodging for the night.,Mtalii aliuliza makaazi kwa usiku.
There is not enough demand for this product.,Hakuna mahitaji ya kutosha ya bidhaa hii.
There's a swimming pool and a bowling alley.,Kuna dimbwi la kuogelea na alley ya kusujudu.
"These are my books, and those are his books.","Hizi ni vitabu vyangu, na hizo ni vitabu vyake."
This is just what Tom didn't want to happen.,Hivi ndivyo Tom hakutaka kutokea.
Tom is outside playing frisbee with his dog.,Tom yuko nje akicheza Frisbee na mbwa wake.
Tom tried to stop Mary from talking to John.,Tom alijaribu kumzuia Mariamu kuzungumza na John.
We can't be the only two people who're late.,Hatuwezi kuwa watu wawili tu ambao wamechelewa.
What's your impression of the United States?,Je! Ni nini maoni yako kwa Merika?
You are the only one who can save the world.,Wewe ndiye pekee anayeweza kuokoa ulimwengu.
"You haven't washed your hands yet, have you?","Bado haujaosha mikono yako, je!"
"You haven't washed your hands yet, have you?","Bado haujaosha mikono yako, je!"
You shouldn't judge others on how they look.,Haupaswi kuwahukumu wengine juu ya jinsi wanavyoonekana.
Did it not occur to you to close the windows?,Je! Haikutokea kwako kufunga madirisha?
Do you have any idea why Tom doesn't like me?,Je! Una wazo kwa nini Tom hanipendi?
Do you think he made that mistake on purpose?,Je! Unafikiri alifanya kosa hilo kwa kusudi?
Don't add sentences from copyrighted sources.,Usiongeze sentensi kutoka kwa vyanzo vya hakimiliki.
Don't worry. The ambulance will be here soon.,Usijali. Ambulensi itakuwa hapa hivi karibuni.
Drivers should be aware of the traffic rules.,Madereva wanapaswa kufahamu sheria za trafiki.
Excuse me for opening your letter by mistake.,Samahani kwa kufungua barua yako kwa makosa.
Florence is the most beautiful city in Italy.,Florence ndio mji mzuri zaidi nchini Italia.
His new book is going to come out next month.,Kitabu chake kipya kitatoka mwezi ujao.
How many people did you invite to your party?,Je! Ulialika watu wangapi kwenye chama chako?
How much did you have to pay for the tickets?,Je! Ulilipa kiasi gani kwa tikiti?
"Hurry up, and you will be in time for school.","Haraka, na utakuwa katika wakati wa shule."
I am going to do it whether you agree or not.,Nitafanya hivyo ikiwa unakubali au la.
I broke down the door because I lost the key.,Nilivunja mlango kwa sababu nilipoteza ufunguo.
I can't remember what I had to eat yesterday.,Siwezi kukumbuka kile nilicholazimika kula jana.
I don't know if he would have done it for me.,Sijui kama angenifanyia.
I don't want to have anything to do with you.,Sitaki kuwa na uhusiano wowote na wewe.
I found this ring on the street this morning.,Nilipata pete hii barabarani asubuhi ya leo.
I guarantee that this information is correct.,Ninahakikisha kuwa habari hii ni sahihi.
I guarantee that this information is correct.,Ninahakikisha kuwa habari hii ni sahihi.
I need to talk to you about an urgent matter.,Ninahitaji kuzungumza nawe juu ya jambo la haraka.
I really regret what I said to her yesterday.,Ninajuta sana kile nilichomwambia jana.
I replied automatically when I heard my name.,Nilijibu kiatomati niliposikia jina langu.
I thought you didn't know how to do anything.,Nilidhani haujui jinsi ya kufanya chochote.
I usually have a glass of milk for breakfast.,Kawaida huwa na glasi ya maziwa kwa kiamsha kinywa.
"I wanted to hit him, but he ran away from me.","Nilitaka kumpiga, lakini alikimbia."
I'll get in touch with you by phone tomorrow.,Nitawasiliana nawe kwa simu kesho.
I'm in love with you and I want to marry you.,Ninakupenda na ninataka kukuoa.
I'm in love with you and I want to marry you.,Ninakupenda na ninataka kukuoa.
I'm not trying to deprive you of your rights.,Sijaribu kukunyima haki zako.
I'm not trying to deprive you of your rights.,Sijaribu kukunyima haki zako.
"I'm sorry, but I don't want to talk about it.","Samahani, lakini sitaki kuizungumzia."
I've come to like the picture more than ever.,Nimekuja kupenda picha zaidi kuliko hapo awali.
"In Venice, there are always lots of tourists.","Katika Venice, kila wakati kuna watalii wengi."
Is it true that Europeans don't shower daily?,Je! Ni kweli kwamba Wazungu hawaoga kila siku?
It's going to be difficult for us to do that.,Itakuwa ngumu kwetu kufanya hivyo.
Lack of food had left him weak and exhausted.,Ukosefu wa chakula ulikuwa umemwacha dhaifu na amechoka.
"Manchester United won the match, four to two.","Manchester United ilishinda mechi, nne hadi mbili."
Many tourists come to this island every year.,Watalii wengi huja kisiwa hiki kila mwaka.
My grandfather usually eats breakfast at six.,Babu yangu kawaida hula kiamsha kinywa saa sita.
"No matter what happens, I won't be surprised.","Haijalishi kinachotokea, sitashangaa."
Nobody listens until you say something wrong.,Hakuna mtu anayesikiliza hadi kusema kitu kibaya.
"People who will lie for you, will lie to you.","Watu ambao watakudanganya, watakudanganya."
Please translate this sentence into Japanese.,Tafadhali tafsiri sentensi hii kwa Kijapani.
She talks as if she knew everything about it.,Anazungumza kana kwamba alijua kila kitu juu yake.
The gardener didn't let us walk on the grass.,Mtunza bustani hakuturuhusu kutembea kwenye nyasi.
The hijackers moved to the rear of the plane.,Watekaji nyara walihamia nyuma ya ndege.
There is a border between America and Mexico.,Kuna mpaka kati ya Amerika na Mexico.
There is a strange man in front of the house.,Kuna mtu wa kushangaza mbele ya nyumba.
There used to be a small castle on this hill.,Kulikuwa na ngome ndogo kwenye kilima hiki.
There used to be a small castle on this hill.,Kulikuwa na ngome ndogo kwenye kilima hiki.
There's something I want to discuss with you.,Kuna kitu nataka kujadili na wewe.
This book is even more interesting than that.,Kitabu hiki kinavutia zaidi kuliko hiyo.
"Though it was cold, he didn't light the fire.","Ingawa ilikuwa baridi, hakuwasha moto."
Tom and Mary enjoyed themselves at the party.,Tom na Mariamu walijifurahisha kwenye sherehe.
Tom thought he had all the time in the world.,Tom alidhani alikuwa na wakati wote ulimwenguni.
Too much stress can lead to physical disease.,Dhiki nyingi zinaweza kusababisha ugonjwa wa mwili.
Tourists often bought souvenirs in this shop.,Watalii mara nyingi walinunua zawadi katika duka hili.
Tourists take over this island in the summer.,Watalii huchukua kisiwa hiki katika msimu wa joto.
Was Tom the one who gave you this squirt gun?,Je! Tom ndiye aliyekupa bunduki hii ya squirt?
You people go ahead. We'll bring up the rear.,Ninyi watu nenda mbele. Tutaleta nyuma.
Your success is the result of your hard work.,Mafanikio yako ni matokeo ya bidii yako.
An ant can lift more than 50 times its weight.,Mchwa anaweza kuinua zaidi ya mara 50 uzito wake.
Aren't you worried that Tom might get injured?,Je! Huna wasiwasi kuwa Tom anaweza kujeruhiwa?
"As soon as we sat down, she brought us coffee.","Mara tu tulipokaa, alituletea kahawa."
Could you give me a lift to the train station?,Je! Unaweza kunipa kuinua kituo cha gari moshi?
Could you give me a lift to the train station?,Je! Unaweza kunipa kuinua kituo cha gari moshi?
Don't worry. I'm not going to tell the police.,Usijali. Sitawaambia polisi.
He nodded to show that he approved of my plan.,Alitikisa kichwa kuonyesha kwamba aliidhinisha mpango wangu.
He put salt into his cup of coffee by mistake.,Aliweka chumvi ndani ya kikombe chake cha kahawa kwa makosa.
He wants to buy a pearl necklace for his wife.,Yeye anataka kununua mkufu wa lulu kwa mke wake.
He was stupid enough to believe what she said.,Alikuwa mjinga wa kutosha kuamini kile alichosema.
I bought this when I was in the United States.,Nilinunua hii wakati nilikuwa Amerika.
I cannot possibly finish the work by tomorrow.,Siwezi kumaliza kazi hiyo kesho.
I forgot to write the address on the envelope.,Nilisahau kuandika anwani kwenye bahasha.
I give you five minutes to resolve this issue.,Ninakupa dakika tano kutatua suala hili.
I heard that Tom is going to get married soon.,Nilisikia kwamba Tom ataolewa hivi karibuni.
I would rather stay home than go out with him.,Ningependa kukaa nyumbani kuliko kwenda naye.
I wouldn't be calling if it weren't important.,Singekuwa nikipiga simu ikiwa haikuwa muhimu.
I'm not allowed to tell what you want to know.,Siruhusiwi kusema unachotaka kujua.
I'm trying to understand why you didn't do it.,Ninajaribu kuelewa kwanini haukufanya.
It is a very popular destination for tourists.,Ni mwishilio maarufu sana kwa watalii.
It is like looking for a needle in a haystack.,Ni kama kutafuta sindano kwenye nyasi.
It's not polite to speak with your mouth full.,Sio heshima kuongea na mdomo wako umejaa.
Let's have a tea party the day after tomorrow.,Wacha tuwe na sherehe ya chai siku iliyofuata kesho.
My father and my brother work in this factory.,Baba yangu na kaka yangu hufanya kazi katika kiwanda hiki.
Our restaurant is better than that restaurant.,Mgahawa wetu ni bora kuliko mgahawa huo.
Please fill out the attached application form.,Tafadhali jaza fomu ya maombi iliyoambatanishwa.
Please wash your hands properly before eating.,Tafadhali osha mikono yako vizuri kabla ya kula.
She doesn't want me to speak about this issue.,Hataki nizungumze juu ya suala hili.
She left for America the day before yesterday.,Aliondoka kwenda Amerika siku iliyotangulia jana.
"Some people like baseball, others like soccer.","Watu wengine wanapenda baseball, wengine kama mpira wa miguu."
